"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0072527","GO:0072527","pyrimidine-containing compound metabolic process","4/442","85/18870",0.138666365323788,0.611036037747222,0.545108465253442,"TYMS/CTPS1/DTYMK/UNG",4
"GO:0010038","GO:0010038","response to metal ion","12/442","359/18870",0.139036319909447,0.611036037747222,0.545108465253442,"ECT2/TRPC3/PCNA/CACNA1G/DTYMK/CPNE5/CAV1/B2M/NUDT1/NEDD4/NLGN1/NCSTN",12
"GO:0006829","GO:0006829","zinc ion transport","2/442","28/18870",0.139100441495422,0.611036037747222,0.545108465253442,"SLC39A6/TMEM163",2
"GO:0016180","GO:0016180","snRNA processing","2/442","28/18870",0.139100441495422,0.611036037747222,0.545108465253442,"INTS7/INTS12",2
"GO:0021680","GO:0021680","cerebellar Purkinje cell layer development","2/442","28/18870",0.139100441495422,0.611036037747222,0.545108465253442,"KIF14/KLHL1",2
"GO:0030325","GO:0030325","adrenal gland development","2/442","28/18870",0.139100441495422,0.611036037747222,0.545108465253442,"PDGFRA/ASCL1",2
"GO:0032801","GO:0032801","receptor catabolic process","2/442","28/18870",0.139100441495422,0.611036037747222,0.545108465253442,"NEDD4/MYLIP",2
"GO:0045724","GO:0045724","positive regulation of cilium assembly","2/442","28/18870",0.139100441495422,0.611036037747222,0.545108465253442,"CEP135/CCP110",2
"GO:0060479","GO:0060479","lung cell differentiation","2/442","28/18870",0.139100441495422,0.611036037747222,0.545108465253442,"TP73/ASCL1",2
"GO:0060487","GO:0060487","lung epithelial cell differentiation","2/442","28/18870",0.139100441495422,0.611036037747222,0.545108465253442,"TP73/ASCL1",2
"GO:0086010","GO:0086010","membrane depolarization during action potential","2/442","28/18870",0.139100441495422,0.611036037747222,0.545108465253442,"CACNA1G/SLC8A1",2
"GO:0120255","GO:0120255","olefinic compound biosynthetic process","2/442","28/18870",0.139100441495422,0.611036037747222,0.545108465253442,"REST/EGR1",2
"GO:1903077","GO:1903077","negative regulation of protein localization to plasma membrane","2/442","28/18870",0.139100441495422,0.611036037747222,0.545108465253442,"PID1/LYPD1",2
"GO:1903901","GO:1903901","negative regulation of viral life cycle","2/442","28/18870",0.139100441495422,0.611036037747222,0.545108465253442,"PTX3/TRIM26",2
"GO:0001659","GO:0001659","temperature homeostasis","7/442","183/18870",0.1391804308202,0.611036037747222,0.545108465253442,"CAV1/OXTR/RB1/NOVA1/RHEB/KDM1A/EGR1",7
"GO:0007548","GO:0007548","sex differentiation","10/442","288/18870",0.140544704577096,0.61627397865718,0.549781259907327,"BRCA2/ASPM/PDGFRA/BRIP1/CENPI/HMGB2/PTX3/NUDT1/FANCA/NUP107",10
"GO:0008584","GO:0008584","male gonad development","6/442","150/18870",0.141018021253959,0.616846751536152,0.550292233607252,"ASPM/PDGFRA/BRIP1/HMGB2/NUDT1/FANCA",6
"GO:0120161","GO:0120161","regulation of cold-induced thermogenesis","6/442","150/18870",0.141018021253959,0.616846751536152,0.550292233607252,"CAV1/OXTR/RB1/NOVA1/RHEB/KDM1A",6
"GO:2000243","GO:2000243","positive regulation of reproductive process","4/442","86/18870",0.142923308570055,0.623614771604259,0.556330019931168,"CDC25C/SYDE1/OXTR/MSX1",4
"GO:0001954","GO:0001954","positive regulation of cell-matrix adhesion","3/442","56/18870",0.14343139746898,0.623614771604259,0.556330019931168,"DISC1/CDH13/UTRN",3
"GO:0030857","GO:0030857","negative regulation of epithelial cell differentiation","3/442","56/18870",0.14343139746898,0.623614771604259,0.556330019931168,"EZH2/CAV1/SRSF6",3
"GO:0031529","GO:0031529","ruffle organization","3/442","56/18870",0.14343139746898,0.623614771604259,0.556330019931168,"CSPG4/CAV1/NLGN1",3
"GO:0052372","GO:0052372","modulation by symbiont of entry into host","3/442","56/18870",0.14343139746898,0.623614771604259,0.556330019931168,"PTX3/CAV1/TRIM26",3
"GO:0046546","GO:0046546","development of primary male sexual characteristics","6/442","151/18870",0.144159974381166,0.625272178038793,0.557808600934608,"ASPM/PDGFRA/BRIP1/HMGB2/NUDT1/FANCA",6
"GO:0106106","GO:0106106","cold-induced thermogenesis","6/442","151/18870",0.144159974381166,0.625272178038793,0.557808600934608,"CAV1/OXTR/RB1/NOVA1/RHEB/KDM1A",6
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","8/442","220/18870",0.146197260004733,0.632497090793267,0.56425398362873,"VWC2/COL8A1/TRIOBP/DISC1/CDH13/ACTN4/UTRN/CSPG5",8
"GO:0003209","GO:0003209","cardiac atrium morphogenesis","2/442","29/18870",0.147202923800678,0.632497090793267,0.56425398362873,"SOX4/HEG1",2
"GO:0031571","GO:0031571","mitotic G1 DNA damage checkpoint signaling","2/442","29/18870",0.147202923800678,0.632497090793267,0.56425398362873,"GTSE1/RFWD3",2
"GO:0044819","GO:0044819","mitotic G1/S transition checkpoint signaling","2/442","29/18870",0.147202923800678,0.632497090793267,0.56425398362873,"GTSE1/RFWD3",2
"GO:0045830","GO:0045830","positive regulation of isotype switching","2/442","29/18870",0.147202923800678,0.632497090793267,0.56425398362873,"ATAD5/MAD2L2",2
"GO:0060765","GO:0060765","regulation of androgen receptor signaling pathway","2/442","29/18870",0.147202923800678,0.632497090793267,0.56425398362873,"HDAC6/KDM1A",2
"GO:0072012","GO:0072012","glomerulus vasculature development","2/442","29/18870",0.147202923800678,0.632497090793267,0.56425398362873,"PDGFRA/EGR1",2
"GO:0071277","GO:0071277","cellular response to calcium ion","4/442","87/18870",0.147231267245766,0.632497090793267,0.56425398362873,"ECT2/CPNE5/NLGN1/NCSTN",4
"GO:0032872","GO:0032872","regulation of stress-activated MAPK cascade","7/442","186/18870",0.147652856606173,0.633552185676071,0.565195239326811,"PBK/FOXM1/RELL1/RASSF2/MID1/MDFIC/TNFRSF19",7
"GO:0016073","GO:0016073","snRNA metabolic process","3/442","57/18870",0.148935297232138,0.636777992916506,0.568072998943935,"INTS7/DKC1/INTS12",3
"GO:0034204","GO:0034204","lipid translocation","3/442","57/18870",0.148935297232138,0.636777992916506,0.568072998943935,"ATP10B/ABCA12/XKR4",3
"GO:0042733","GO:0042733","embryonic digit morphogenesis","3/442","57/18870",0.148935297232138,0.636777992916506,0.568072998943935,"TMEM107/MSX1/CHST11",3
"GO:0048638","GO:0048638","regulation of developmental growth","11/442","328/18870",0.14954999858642,0.638647680796101,0.569740957341785,"DRAXIN/NKD1/CPNE5/DUSP6/DISC1/TP73/HDAC6/TTL/TNR/DSCAM/POU3F2",11
"GO:0098727","GO:0098727","maintenance of cell number","7/442","187/18870",0.1505302425161,0.642072124476255,0.572795921572238,"ASPM/EZH2/FANCD2/SOX4/SMC1A/SRRT/REST",7
"GO:0046660","GO:0046660","female sex differentiation","5/442","120/18870",0.151180905350443,0.644084330487095,0.574591021145066,"BRCA2/PDGFRA/PTX3/FANCA/NUP107",5
"GO:0032147","GO:0032147","activation of protein kinase activity","4/442","88/18870",0.151589036724382,0.644298149005638,0.574781769770819,"TPX2/KIF14/ECT2/CLSPN",4
"GO:0099072","GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","4/442","88/18870",0.151589036724382,0.644298149005638,0.574781769770819,"CACNG4/NETO2/GSG1L/GPC6",4
"GO:0030324","GO:0030324","lung development","7/442","188/18870",0.153433795816327,0.649751091495881,0.579646368466062,"PDGFRA/ABCA12/CRISPLD2/TP73/SRSF6/HEG1/ASCL1",7
"GO:0001706","GO:0001706","endoderm formation","3/442","58/18870",0.154506235405598,0.649751091495881,0.579646368466062,"COL8A1/ITGA4/COL11A1",3
"GO:0045428","GO:0045428","regulation of nitric oxide biosynthetic process","3/442","58/18870",0.154506235405598,0.649751091495881,0.579646368466062,"PTX3/CAV1/DDAH2",3
"GO:0051932","GO:0051932","synaptic transmission, GABAergic","3/442","58/18870",0.154506235405598,0.649751091495881,0.579646368466062,"EZH2/OXTR/NLGN1",3
"GO:0070534","GO:0070534","protein K63-linked ubiquitination","3/442","58/18870",0.154506235405598,0.649751091495881,0.579646368466062,"UBE2T/UBE2S/NEDD4",3
"GO:0099024","GO:0099024","plasma membrane invagination","3/442","58/18870",0.154506235405598,0.649751091495881,0.579646368466062,"AURKB/XKR4/RAB31",3
"GO:0010955","GO:0010955","negative regulation of protein processing","2/442","30/18870",0.155398802716098,0.649751091495881,0.579646368466062,"PLAT/SERPINE2",2
"GO:0030262","GO:0030262","apoptotic nuclear changes","2/442","30/18870",0.155398802716098,0.649751091495881,0.579646368466062,"TOP2A/APAF1",2
"GO:0033137","GO:0033137","negative regulation of peptidyl-serine phosphorylation","2/442","30/18870",0.155398802716098,0.649751091495881,0.579646368466062,"CAV1/RASSF2",2
"GO:0039694","GO:0039694","viral RNA genome replication","2/442","30/18870",0.155398802716098,0.649751091495881,0.579646368466062,"TOP2A/PCBP1",2
"GO:0043247","GO:0043247","telomere maintenance in response to DNA damage","2/442","30/18870",0.155398802716098,0.649751091495881,0.579646368466062,"RUVBL2/MAD2L2",2
"GO:0071295","GO:0071295","cellular response to vitamin","2/442","30/18870",0.155398802716098,0.649751091495881,0.579646368466062,"BRIP1/TRIM24",2
"GO:1903318","GO:1903318","negative regulation of protein maturation","2/442","30/18870",0.155398802716098,0.649751091495881,0.579646368466062,"PLAT/SERPINE2",2
"GO:1904376","GO:1904376","negative regulation of protein localization to cell periphery","2/442","30/18870",0.155398802716098,0.649751091495881,0.579646368466062,"PID1/LYPD1",2
"GO:0021954","GO:0021954","central nervous system neuron development","4/442","89/18870",0.155995399043614,0.649980829348392,0.579851318813434,"DRAXIN/SOX1/DISC1/ASCL1",4
"GO:0048145","GO:0048145","regulation of fibroblast proliferation","4/442","89/18870",0.155995399043614,0.649980829348392,0.579851318813434,"PDGFRA/E2F1/CAV1/EMD",4
"GO:0072384","GO:0072384","organelle transport along microtubule","4/442","89/18870",0.155995399043614,0.649980829348392,0.579851318813434,"SYNE2/NDE1/HDAC6/TMEM201",4
"GO:0070302","GO:0070302","regulation of stress-activated protein kinase signaling cascade","7/442","189/18870",0.156363234204167,0.650760281080925,0.580546671806404,"PBK/FOXM1/RELL1/RASSF2/MID1/MDFIC/TNFRSF19",7
"GO:0051961","GO:0051961","negative regulation of nervous system development","6/442","155/18870",0.157042852874661,0.652834030425842,0.582396674511475,"DRAXIN/B2M/RB1/HDAC6/TNR/REST",6
"GO:0046686","GO:0046686","response to cadmium ion","3/442","59/18870",0.160141488292753,0.663927410513476,0.592293137273864,"PCNA/DTYMK/NUDT1",3
"GO:0030010","GO:0030010","establishment of cell polarity","6/442","156/18870",0.160340264727133,0.663927410513476,0.592293137273864,"NDC80/MAD2L1/KIF26B/NDE1/MAPRE1/FSCN1",6
"GO:0072006","GO:0072006","nephron development","6/442","156/18870",0.160340264727133,0.663927410513476,0.592293137273864,"PDGFRA/KIF26B/COL4A4/NUP107/POU3F3/EGR1",6
"GO:0002312","GO:0002312","B cell activation involved in immune response","4/442","90/18870",0.160449124207423,0.663927410513476,0.592293137273864,"EXO1/ATAD5/UNG/MAD2L2",4
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","13/442","407/18870",0.161571685218979,0.66506256396283,0.593305813640525,"BRCA2/IQGAP3/HMGB2/CAV1/B2M/ITGA4/RB1/CDH13/TRIM24/HDAC6/SRSF6/HMGN1/FGFR1",13
"GO:0043244","GO:0043244","regulation of protein-containing complex disassembly","5/442","123/18870",0.162408450805108,0.66506256396283,0.593305813640525,"TPX2/TRIOBP/CKAP2/HDAC6/MID1",5
"GO:0045785","GO:0045785","positive regulation of cell adhesion","15/442","482/18870",0.162568098747125,0.66506256396283,0.593305813640525,"VWC2/COL8A1/TRIOBP/CAV1/B2M/KIF26B/ITGA4/DISC1/CBFB/CDH13/SOX4/UTRN/IGFBP2/PIEZO1/CSPG5",15
"GO:0007043","GO:0007043","cell-cell junction assembly","6/442","157/18870",0.163667495266355,0.66506256396283,0.593305813640525,"ECT2/CAV1/CDH6/CDH13/FSCN1/EPB41L3",6
"GO:0050770","GO:0050770","regulation of axonogenesis","6/442","157/18870",0.163667495266355,0.66506256396283,0.593305813640525,"DRAXIN/DISC1/HDAC6/TNR/DSCAM/POU3F2",6
"GO:0001975","GO:0001975","response to amphetamine","2/442","31/18870",0.163679286575296,0.66506256396283,0.593305813640525,"OXTR/HDAC6",2
"GO:0003299","GO:0003299","muscle hypertrophy in response to stress","2/442","31/18870",0.163679286575296,0.66506256396283,0.593305813640525,"EZH2/TRPC3",2
"GO:0014887","GO:0014887","cardiac muscle adaptation","2/442","31/18870",0.163679286575296,0.66506256396283,0.593305813640525,"EZH2/TRPC3",2
"GO:0014898","GO:0014898","cardiac muscle hypertrophy in response to stress","2/442","31/18870",0.163679286575296,0.66506256396283,0.593305813640525,"EZH2/TRPC3",2
"GO:0034311","GO:0034311","diol metabolic process","2/442","31/18870",0.163679286575296,0.66506256396283,0.593305813640525,"PCBD2/PRKG2",2
"GO:0051491","GO:0051491","positive regulation of filopodium assembly","2/442","31/18870",0.163679286575296,0.66506256396283,0.593305813640525,"NLGN1/FSCN1",2
"GO:0061437","GO:0061437","renal system vasculature development","2/442","31/18870",0.163679286575296,0.66506256396283,0.593305813640525,"PDGFRA/EGR1",2
"GO:0061440","GO:0061440","kidney vasculature development","2/442","31/18870",0.163679286575296,0.66506256396283,0.593305813640525,"PDGFRA/EGR1",2
"GO:0099590","GO:0099590","neurotransmitter receptor internalization","2/442","31/18870",0.163679286575296,0.66506256396283,0.593305813640525,"CACNG4/GSG1L",2
"GO:1900027","GO:1900027","regulation of ruffle assembly","2/442","31/18870",0.163679286575296,0.66506256396283,0.593305813640525,"CAV1/NLGN1",2
"GO:1902042","GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","2/442","31/18870",0.163679286575296,0.66506256396283,0.593305813640525,"HMGB2/BRCA1",2
"GO:0030323","GO:0030323","respiratory tube development","7/442","192/18870",0.165303945586649,0.669302728332981,0.597088486591791,"PDGFRA/ABCA12/CRISPLD2/TP73/SRSF6/HEG1/ASCL1",7
"GO:0008347","GO:0008347","glial cell migration","3/442","60/18870",0.16583834268695,0.669302728332981,0.597088486591791,"SYNE2/CSPG4/DISC1",3
"GO:0045604","GO:0045604","regulation of epidermal cell differentiation","3/442","60/18870",0.16583834268695,0.669302728332981,0.597088486591791,"EZH2/ABCA12/SRSF6",3
"GO:0071709","GO:0071709","membrane assembly","3/442","60/18870",0.16583834268695,0.669302728332981,0.597088486591791,"CAV1/RCC1/NLGN1",3
"GO:0080164","GO:0080164","regulation of nitric oxide metabolic process","3/442","60/18870",0.16583834268695,0.669302728332981,0.597088486591791,"PTX3/CAV1/DDAH2",3
"GO:1902305","GO:1902305","regulation of sodium ion transmembrane transport","3/442","60/18870",0.16583834268695,0.669302728332981,0.597088486591791,"NEDD4/ACTN4/UTRN",3
"GO:0007605","GO:0007605","sensory perception of sound","6/442","158/18870",0.167024101929032,0.671828789882141,0.599341999394857,"BIRC5/LHFPL3/TRIOBP/PGAP1/CDKN2D/COL11A1",6
"GO:0050657","GO:0050657","nucleic acid transport","6/442","158/18870",0.167024101929032,0.671828789882141,0.599341999394857,"RANBP17/NUP107/NUP35/YBX1/NUP155/SRSF3",6
"GO:0050658","GO:0050658","RNA transport","6/442","158/18870",0.167024101929032,0.671828789882141,0.599341999394857,"RANBP17/NUP107/NUP35/YBX1/NUP155/SRSF3",6
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","8/442","228/18870",0.167726123312553,0.673899602595079,0.601189382315083,"NDC80/KIF2C/MAD2L1/KIF26B/NDE1/MAPRE1/PARD6G/FSCN1",8
"GO:0033673","GO:0033673","negative regulation of kinase activity","7/442","193/18870",0.168333980680089,0.675587882328116,0.602695505550609,"PTPRT/CAV1/RB1/STK38/HEG1/SLC8A1/PRKAR2A",7
"GO:1903510","GO:1903510","mucopolysaccharide metabolic process","4/442","92/18870",0.169493690504996,0.679089247194702,0.605819091576326,"HMMR/B4GALT4/DSEL/CHST11",4
"GO:0006821","GO:0006821","chloride transport","5/442","125/18870",0.170074518002919,0.679089247194702,0.605819091576326,"BEST3/SLC26A2/PRKG2/SLC4A8/CLCN5",5
"GO:0071241","GO:0071241","cellular response to inorganic substance","8/442","229/18870",0.170514880739619,0.679089247194702,0.605819091576326,"ECT2/CPNE5/BLM/B2M/RAD51/DDX11/NLGN1/NCSTN",8
"GO:0048599","GO:0048599","oocyte development","3/442","61/18870",0.171594098726975,0.679089247194702,0.605819091576326,"BRCA2/FBXO5/TRIP13",3
"GO:1900024","GO:1900024","regulation of substrate adhesion-dependent cell spreading","3/442","61/18870",0.171594098726975,0.679089247194702,0.605819091576326,"TRIOBP/ACTN4/CSPG5",3
"GO:0006921","GO:0006921","cellular component disassembly involved in execution phase of apoptosis","2/442","32/18870",0.172035942622658,0.679089247194702,0.605819091576326,"TOP2A/APAF1",2
"GO:0010644","GO:0010644","cell communication by electrical coupling","2/442","32/18870",0.172035942622658,0.679089247194702,0.605819091576326,"CAV1/SLC8A1",2
"GO:0019883","GO:0019883","antigen processing and presentation of endogenous antigen","2/442","32/18870",0.172035942622658,0.679089247194702,0.605819091576326,"B2M/TAP1",2
"GO:0031116","GO:0031116","positive regulation of microtubule polymerization","2/442","32/18870",0.172035942622658,0.679089247194702,0.605819091576326,"MAPRE1/PSRC1",2
"GO:0045907","GO:0045907","positive regulation of vasoconstriction","2/442","32/18870",0.172035942622658,0.679089247194702,0.605819091576326,"CAV1/OXTR",2
"GO:0048384","GO:0048384","retinoic acid receptor signaling pathway","2/442","32/18870",0.172035942622658,0.679089247194702,0.605819091576326,"EZH2/ACTN4",2
"GO:0050654","GO:0050654","chondroitin sulfate proteoglycan metabolic process","2/442","32/18870",0.172035942622658,0.679089247194702,0.605819091576326,"DSEL/CHST11",2
"GO:0090169","GO:0090169","regulation of spindle assembly","2/442","32/18870",0.172035942622658,0.679089247194702,0.605819091576326,"STIL/CEP97",2
"GO:0140058","GO:0140058","neuron projection arborization","2/442","32/18870",0.172035942622658,0.679089247194702,0.605819091576326,"NTNG1/NLGN1",2
"GO:1904861","GO:1904861","excitatory synapse assembly","2/442","32/18870",0.172035942622658,0.679089247194702,0.605819091576326,"GRID2/NLGN1",2
"GO:0051403","GO:0051403","stress-activated MAPK cascade","8/442","230/18870",0.173324596797722,0.683426668643813,0.609688528079612,"PBK/FOXM1/RELL1/RASSF2/MID1/MDFIC/CCM2/TNFRSF19",8
"GO:0055001","GO:0055001","muscle cell development","7/442","195/18870",0.174466887450302,0.687178112495719,0.613035210884339,"PDGFRA/BVES/SGCZ/ACTN4/SLC8A1/DNER/KDM1A",7
"GO:0006606","GO:0006606","protein import into nucleus","6/442","161/18870",0.177265646092411,0.695710088513256,0.620646631594721,"ECT2/RANBP17/NUP107/NUP35/NUP155/MDFIC",6
"GO:0051236","GO:0051236","establishment of RNA localization","6/442","161/18870",0.177265646092411,0.695710088513256,0.620646631594721,"RANBP17/NUP107/NUP35/YBX1/NUP155/SRSF3",6
"GO:0097035","GO:0097035","regulation of membrane lipid distribution","3/442","62/18870",0.17740607257088,0.695710088513256,0.620646631594721,"ATP10B/ABCA12/XKR4",3
"GO:1903053","GO:1903053","regulation of extracellular matrix organization","3/442","62/18870",0.17740607257088,0.695710088513256,0.620646631594721,"RB1/MAD2L2/FSCN1",3
"GO:0051028","GO:0051028","mRNA transport","5/442","127/18870",0.177878805209317,0.696804895270449,0.621623314464954,"RANBP17/NUP107/NUP35/NUP155/SRSF3",5
"GO:0007265","GO:0007265","Ras protein signal transduction","11/442","341/18870",0.178640548879252,0.698551279890928,0.623181273376381,"KIF14/IQGAP3/FOXM1/RACGAP1/SYDE1/G3BP1/RB1/CDH13/RASSF1/HEG1/STMN1",11
"GO:0001656","GO:0001656","metanephros development","4/442","94/18870",0.178712702438762,0.698551279890928,0.623181273376381,"PDGFRA/KIF26B/POU3F3/EGR1",4
"GO:0048608","GO:0048608","reproductive structure development","10/442","305/18870",0.180456234816996,0.700818194511675,0.625203599840678,"BRCA2/ASPM/PDGFRA/BRIP1/HMGB2/PTX3/NUDT1/FANCA/NUP107/SERPINE2",10
"GO:0002063","GO:0002063","chondrocyte development","2/442","33/18870",0.180460685086756,0.700818194511675,0.625203599840678,"COL11A1/CHST11",2
"GO:0006084","GO:0006084","acetyl-CoA metabolic process","2/442","33/18870",0.180460685086756,0.700818194511675,0.625203599840678,"ACLY/AADAT",2
"GO:0016556","GO:0016556","mRNA modification","2/442","33/18870",0.180460685086756,0.700818194511675,0.625203599840678,"HNRNPAB/DKC1",2
"GO:0061436","GO:0061436","establishment of skin barrier","2/442","33/18870",0.180460685086756,0.700818194511675,0.625203599840678,"ABCA12/STMN1",2
"GO:1904893","GO:1904893","negative regulation of receptor signaling pathway via STAT","2/442","33/18870",0.180460685086756,0.700818194511675,0.625203599840678,"PTPRT/CAV1",2
"GO:0031623","GO:0031623","receptor internalization","5/442","128/18870",0.181830969038701,0.70479837104344,0.628754336272964,"CACNG4/CAV1/NEDD4/GSG1L/RAB31",5
"GO:0016358","GO:0016358","dendrite development","8/442","233/18870",0.181877135194266,0.70479837104344,0.628754336272964,"EZH2/ALK/KLHL1/DISC1/NEDD4/HDAC6/NLGN1/DSCAM",8
"GO:0051965","GO:0051965","positive regulation of synapse assembly","3/442","63/18870",0.183271598896025,0.709438447339452,0.632893772758091,"OXTR/GRID2/NLGN1",3
"GO:0042692","GO:0042692","muscle cell differentiation","13/442","419/18870",0.18653465040203,0.7165754324814,0.639260714766302,"EZH2/PDGFRA/BVES/ADAM12/RB1/DNMT1/SGCZ/ACTN4/PIEZO1/SLC8A1/MSX1/DNER/KDM1A",13
"GO:1902075","GO:1902075","cellular response to salt","7/442","199/18870",0.187014996877156,0.7165754324814,0.639260714766302,"ECT2/CPNE5/B2M/NLGN1/NCSTN/LYPD1/EGR1",7
"GO:0032212","GO:0032212","positive regulation of telomere maintenance via telomerase","2/442","34/18870",0.188945763613553,0.7165754324814,0.639260714766302,"AURKB/DKC1",2
"GO:0043276","GO:0043276","anoikis","2/442","34/18870",0.188945763613553,0.7165754324814,0.639260714766302,"E2F1/CAV1",2
"GO:0045879","GO:0045879","negative regulation of smoothened signaling pathway","2/442","34/18870",0.188945763613553,0.7165754324814,0.639260714766302,"RB1/SERPINE2",2
"GO:0048841","GO:0048841","regulation of axon extension involved in axon guidance","2/442","34/18870",0.188945763613553,0.7165754324814,0.639260714766302,"HDAC6/DSCAM",2
"GO:0071353","GO:0071353","cellular response to interleukin-4","2/442","34/18870",0.188945763613553,0.7165754324814,0.639260714766302,"MCM2/TUBA1B",2
"GO:0086019","GO:0086019","cell-cell signaling involved in cardiac conduction","2/442","34/18870",0.188945763613553,0.7165754324814,0.639260714766302,"CACNA1G/NUP155",2
"GO:1901797","GO:1901797","negative regulation of signal transduction by p53 class mediator","2/442","34/18870",0.188945763613553,0.7165754324814,0.639260714766302,"ATAD5/KDM1A",2
"GO:1904385","GO:1904385","cellular response to angiotensin","2/442","34/18870",0.188945763613553,0.7165754324814,0.639260714766302,"BRIP1/CAV1",2
"GO:0001885","GO:0001885","endothelial cell development","3/442","64/18870",0.189188033232941,0.7165754324814,0.639260714766302,"VEZF1/HEG1/CCM2",3
"GO:0031100","GO:0031100","animal organ regeneration","3/442","64/18870",0.189188033232941,0.7165754324814,0.639260714766302,"EZH2/TYMS/PCNA",3
"GO:0044091","GO:0044091","membrane biogenesis","3/442","64/18870",0.189188033232941,0.7165754324814,0.639260714766302,"CAV1/RCC1/NLGN1",3
"GO:0062208","GO:0062208","positive regulation of pattern recognition receptor signaling pathway","3/442","64/18870",0.189188033232941,0.7165754324814,0.639260714766302,"CAV1/NAGK/ZCCHC3",3
"GO:0061458","GO:0061458","reproductive system development","10/442","309/18870",0.190542239300917,0.7165754324814,0.639260714766302,"BRCA2/ASPM/PDGFRA/BRIP1/HMGB2/PTX3/NUDT1/FANCA/NUP107/SERPINE2",10
"GO:0061337","GO:0061337","cardiac conduction","4/442","97/18870",0.192846085224757,0.7165754324814,0.639260714766302,"CACNA1G/CAV1/NUP155/SLC8A1",4
"GO:1903035","GO:1903035","negative regulation of response to wounding","4/442","97/18870",0.192846085224757,0.7165754324814,0.639260714766302,"PDGFRA/PLAT/TNR/SERPINE2",4
"GO:0007626","GO:0007626","locomotory behavior","7/442","201/18870",0.193424852010918,0.7165754324814,0.639260714766302,"C1QL1/ALK/KLHL1/KCND2/TNR/DSCAM/EGR1",7
"GO:0030218","GO:0030218","erythrocyte differentiation","5/442","131/18870",0.193878669802173,0.7165754324814,0.639260714766302,"HMGB2/NCAPG2/RACGAP1/B2M/RB1",5
"GO:0051170","GO:0051170","import into nucleus","6/442","166/18870",0.194879128100387,0.7165754324814,0.639260714766302,"ECT2/RANBP17/NUP107/NUP35/NUP155/MDFIC",6
"GO:0009994","GO:0009994","oocyte differentiation","3/442","65/18870",0.195152754140331,0.7165754324814,0.639260714766302,"BRCA2/FBXO5/TRIP13",3
"GO:0010324","GO:0010324","membrane invagination","3/442","65/18870",0.195152754140331,0.7165754324814,0.639260714766302,"AURKB/XKR4/RAB31",3
"GO:0030888","GO:0030888","regulation of B cell proliferation","3/442","65/18870",0.195152754140331,0.7165754324814,0.639260714766302,"ATAD5/TNFRSF21/CD320",3
"GO:0043903","GO:0043903","regulation of biological process involved in symbiotic interaction","3/442","65/18870",0.195152754140331,0.7165754324814,0.639260714766302,"PTX3/CAV1/TRIM26",3
"GO:0060042","GO:0060042","retina morphogenesis in camera-type eye","3/442","65/18870",0.195152754140331,0.7165754324814,0.639260714766302,"FOXN4/MEGF11/DSCAM",3
"GO:1902808","GO:1902808","positive regulation of cell cycle G1/S phase transition","3/442","65/18870",0.195152754140331,0.7165754324814,0.639260714766302,"RRM2/EZH2/STIL",3
"GO:0031098","GO:0031098","stress-activated protein kinase signaling cascade","8/442","238/18870",0.196527913893094,0.7165754324814,0.639260714766302,"PBK/FOXM1/RELL1/RASSF2/MID1/MDFIC/CCM2/TNFRSF19",8
"GO:0001935","GO:0001935","endothelial cell proliferation","7/442","202/18870",0.196662523974505,0.7165754324814,0.639260714766302,"HMGB2/COL8A1/CAV1/ITGA4/CDH13/FGFR1/PRKX",7
"GO:0032228","GO:0032228","regulation of synaptic transmission, GABAergic","2/442","35/18870",0.197483752049115,0.7165754324814,0.639260714766302,"OXTR/NLGN1",2
"GO:0045943","GO:0045943","positive regulation of transcription by RNA polymerase I","2/442","35/18870",0.197483752049115,0.7165754324814,0.639260714766302,"DEK/DDX11",2
"GO:0048147","GO:0048147","negative regulation of fibroblast proliferation","2/442","35/18870",0.197483752049115,0.7165754324814,0.639260714766302,"CAV1/EMD",2
"GO:0009895","GO:0009895","negative regulation of catabolic process","11/442","349/18870",0.197779045388478,0.7165754324814,0.639260714766302,"PBK/MAD2L1/E2F1/ALK/HNRNPAB/MAD2L2/FUS/YBX1/DKC1/HNRNPA0/SERPINE2",11
"GO:0048588","GO:0048588","developmental cell growth","8/442","239/18870",0.1995152563588,0.7165754324814,0.639260714766302,"DRAXIN/CPNE5/ITGA4/DISC1/HDAC6/TTL/TNR/DSCAM",8
"GO:0042446","GO:0042446","hormone biosynthetic process","3/442","66/18870",0.201163165228258,0.7165754324814,0.639260714766302,"REST/HSD17B11/EGR1",3
"GO:0045682","GO:0045682","regulation of epidermis development","3/442","66/18870",0.201163165228258,0.7165754324814,0.639260714766302,"EZH2/ABCA12/SRSF6",3
"GO:0050771","GO:0050771","negative regulation of axonogenesis","3/442","66/18870",0.201163165228258,0.7165754324814,0.639260714766302,"DRAXIN/HDAC6/TNR",3
"GO:0043271","GO:0043271","negative regulation of monoatomic ion transport","5/442","133/18870",0.202062295272151,0.7165754324814,0.639260714766302,"BEST3/CAV1/NEDD4/PRKG2/SERPINE2",5
