"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016049","GO:0016049","cell growth","15/314","497/18870",0.0198320748728684,0.148079492384084,0.127342796552103,"CDKN2C/KIF14/SPP1/BRCA1/GNG4/DISC1/DRAXIN/CDKN2D/RB1/ITGA4/CPNE5/ACVRL1/JADE3/AURKA/MAD2L2",15
"GO:0022411","GO:0022411","cellular component disassembly","15/314","497/18870",0.0198320748728684,0.148079492384084,0.127342796552103,"TOP2A/TPX2/KIF18B/CKAP2/C1QL1/STMN1/KIF2C/MID1/ADAMTS4/C1QC/C1QB/GPER1/AURKA/SNAI2/TRIOBP",15
"GO:0006298","GO:0006298","mismatch repair","3/314","35/18870",0.0201656373409139,0.14924348340412,0.128343785070273,"EXO1/PCNA/LIG1",3
"GO:0043392","GO:0043392","negative regulation of DNA binding","3/314","35/18870",0.0201656373409139,0.14924348340412,0.128343785070273,"LEF1/E2F1/MAD2L2",3
"GO:0051968","GO:0051968","positive regulation of synaptic transmission, glutamatergic","3/314","35/18870",0.0201656373409139,0.14924348340412,0.128343785070273,"CACNG4/CCL2/OXTR",3
"GO:1905508","GO:1905508","protein localization to microtubule organizing center","3/314","35/18870",0.0201656373409139,0.14924348340412,0.128343785070273,"STIL/DISC1/AURKA",3
"GO:0072001","GO:0072001","renal system development","11/314","324/18870",0.0202930500724858,0.149856369766049,0.128870844300691,"EZH2/CENPF/PDGFRA/KIF26B/EGR1/COL4A4/SDC1/SOX4/ENPEP/LRRK2/ODC1",11
"GO:0050807","GO:0050807","regulation of synapse organization","9/314","244/18870",0.0213940542821116,0.157640399973454,0.135564817646344,"PTPRT/TUBB/C1QL1/DISC1/GRID2/CDC20/LRRK2/NEDD4/OXTR",9
"GO:0042326","GO:0042326","negative regulation of phosphorylation","11/314","327/18870",0.0215460135080346,0.158035014910927,0.135904171657423,"CDKN2C/PTPRT/PBK/HEG1/CDKN2D/DUSP6/RB1/LRRK2/RASSF2/PID1/CAV1",11
"GO:0045739","GO:0045739","positive regulation of DNA repair","6/314","130/18870",0.0216973574604382,0.158035014910927,0.135904171657423,"BRCA1/PCNA/FOXM1/FUS/DDX11/MAD2L2",6
"GO:0070670","GO:0070670","response to interleukin-4","3/314","36/18870",0.0217341388176721,0.158035014910927,0.135904171657423,"TUBA1B/LEF1/MCM2",3
"GO:2000352","GO:2000352","negative regulation of endothelial cell apoptotic process","3/314","36/18870",0.0217341388176721,0.158035014910927,0.135904171657423,"TNFAIP3/SCG2/ICAM1",3
"GO:2000780","GO:2000780","negative regulation of double-strand break repair","3/314","36/18870",0.0217341388176721,0.158035014910927,0.135904171657423,"PARPBP/POLQ/MAD2L2",3
"GO:0000302","GO:0000302","response to reactive oxygen species","8/314","205/18870",0.0217497859739582,0.158035014910927,0.135904171657423,"EZH2/ECT2/PDGFRA/PCNA/TNFAIP3/SDC1/LRRK2/KLF2",8
"GO:1904036","GO:1904036","negative regulation of epithelial cell apoptotic process","4/314","64/18870",0.0218896425266667,0.158035014910927,0.135904171657423,"TNFAIP3/RB1/SCG2/ICAM1",4
"GO:0006287","GO:0006287","base-excision repair, gap-filling","2/314","14/18870",0.022012019934022,0.158035014910927,0.135904171657423,"PCNA/LIG1",2
"GO:0007216","GO:0007216","G protein-coupled glutamate receptor signaling pathway","2/314","14/18870",0.022012019934022,0.158035014910927,0.135904171657423,"GRM8/GRIK3",2
"GO:0010225","GO:0010225","response to UV-C","2/314","14/18870",0.022012019934022,0.158035014910927,0.135904171657423,"BRCA2/HMGN1",2
"GO:0055057","GO:0055057","neuroblast division","2/314","14/18870",0.022012019934022,0.158035014910927,0.135904171657423,"ASPM/LEF1",2
"GO:0070341","GO:0070341","fat cell proliferation","2/314","14/18870",0.022012019934022,0.158035014910927,0.135904171657423,"PID1/E2F1",2
"GO:0030218","GO:0030218","erythrocyte differentiation","6/314","131/18870",0.0224327281463329,0.160712082242385,0.138206348920848,"HMGB2/B2M/NCAPG2/RACGAP1/RB1/KLF2",6
"GO:0051216","GO:0051216","cartilage development","8/314","207/18870",0.0228894749261768,0.16324190216143,0.140381898945214,"BGN/TYMS/CHST11/TGFBI/RB1/SLC26A2/ACVRL1/SNAI2",8
"GO:0007548","GO:0007548","sex differentiation","10/314","288/18870",0.0228898774448555,0.16324190216143,0.140381898945214,"HMGB2/ASPM/BRCA2/BRIP1/PDGFRA/CENPI/FANCA/SDC1/NUDT1/PTX3",10
"GO:0045926","GO:0045926","negative regulation of growth","9/314","247/18870",0.0229325098276226,0.16324190216143,0.140381898945214,"CDKN2C/SPP1/BRCA1/GNG4/NKD1/DRAXIN/CDKN2D/RB1/ACVRL1",9
"GO:0001558","GO:0001558","regulation of cell growth","13/314","417/18870",0.0229941751940054,0.16324190216143,0.140381898945214,"CDKN2C/KIF14/SPP1/BRCA1/GNG4/DISC1/DRAXIN/CDKN2D/RB1/CPNE5/ACVRL1/JADE3/MAD2L2",13
"GO:0009994","GO:0009994","oocyte differentiation","4/314","65/18870",0.0230287683406303,0.16324190216143,0.140381898945214,"BRCA2/FBXO5/TRIP13/AURKA",4
"GO:0060323","GO:0060323","head morphogenesis","3/314","37/18870",0.023367481368915,0.165294183999062,0.142146784172126,"PDGFRA/CRISPLD2/LEF1",3
"GO:0002244","GO:0002244","hematopoietic progenitor cell differentiation","6/314","133/18870",0.0239534580135119,0.168728760849895,0.145100391144412,"TOP2A/PDGFRA/ESCO2/ANLN/BVES/SOX4",6
"GO:0030048","GO:0030048","actin filament-based movement","6/314","133/18870",0.0239534580135119,0.168728760849895,0.145100391144412,"SYNE2/GJC1/MYO1B/WIPF1/CACNA1G/CAV1",6
"GO:0050803","GO:0050803","regulation of synapse structure or activity","9/314","250/18870",0.0245486028945744,0.172467876866456,0.148315890350383,"PTPRT/TUBB/C1QL1/DISC1/GRID2/CDC20/LRRK2/NEDD4/OXTR",9
"GO:0030856","GO:0030856","regulation of epithelial cell differentiation","7/314","171/18870",0.0245869383985216,0.172467876866456,0.148315890350383,"APOLD1/EZH2/ABCA12/VEZF1/ASCL1/ACVRL1/CAV1",7
"GO:0045429","GO:0045429","positive regulation of nitric oxide biosynthetic process","3/314","38/18870",0.0250656441942937,0.172624996330845,0.14845100718301,"PTX3/KLF2/DDAH2",3
"GO:0045738","GO:0045738","negative regulation of DNA repair","3/314","38/18870",0.0250656441942937,0.172624996330845,0.14845100718301,"PARPBP/POLQ/MAD2L2",3
"GO:0045740","GO:0045740","positive regulation of DNA replication","3/314","38/18870",0.0250656441942937,0.172624996330845,0.14845100718301,"PCNA/E2F7/ATAD5",3
"GO:0060563","GO:0060563","neuroepithelial cell differentiation","3/314","38/18870",0.0250656441942937,0.172624996330845,0.14845100718301,"TUBB/ASCL1/SOX4",3
"GO:1902229","GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","3/314","38/18870",0.0250656441942937,0.172624996330845,0.14845100718301,"CDKN2D/ATAD5/SNAI2",3
"GO:0001325","GO:0001325","formation of extrachromosomal circular DNA","2/314","15/18870",0.0251231021445783,0.172624996330845,0.14845100718301,"EXO1/BLM",2
"GO:0030174","GO:0030174","regulation of DNA-templated DNA replication initiation","2/314","15/18870",0.0251231021445783,0.172624996330845,0.14845100718301,"GMNN/MCM2",2
"GO:0033599","GO:0033599","regulation of mammary gland epithelial cell proliferation","2/314","15/18870",0.0251231021445783,0.172624996330845,0.14845100718301,"BRCA2/IQGAP3",2
"GO:0090656","GO:0090656","t-circle formation","2/314","15/18870",0.0251231021445783,0.172624996330845,0.14845100718301,"EXO1/BLM",2
"GO:0090737","GO:0090737","telomere maintenance via telomere trimming","2/314","15/18870",0.0251231021445783,0.172624996330845,0.14845100718301,"EXO1/BLM",2
"GO:0000018","GO:0000018","regulation of DNA recombination","6/314","136/18870",0.0263616269599885,0.18076544201135,0.155451484436452,"PARPBP/BLM/POLQ/ATAD5/FUS/MAD2L2",6
"GO:0016445","GO:0016445","somatic diversification of immunoglobulins","4/314","68/18870",0.0266595734949337,0.181632833745407,0.15619740871903,"EXO1/POLQ/ATAD5/MAD2L2",4
"GO:0030193","GO:0030193","regulation of blood coagulation","4/314","68/18870",0.0266595734949337,0.181632833745407,0.15619740871903,"PDGFRA/TFPI/PLAT/CAV1",4
"GO:0051865","GO:0051865","protein autoubiquitination","4/314","68/18870",0.0266595734949337,0.181632833745407,0.15619740871903,"UBE2T/BRCA1/RAD18/LRRK2",4
"GO:0046661","GO:0046661","male sex differentiation","7/314","174/18870",0.0267043511518545,0.181632833745407,0.15619740871903,"HMGB2/ASPM/BRIP1/PDGFRA/FANCA/SDC1/NUDT1",7
"GO:0022412","GO:0022412","cellular process involved in reproduction in multicellular organism","14/314","471/18870",0.0267834874703835,0.181741771171496,0.156291090810074,"TOP2A/HMGB2/ASPM/BRCA2/BRIP1/NDC80/NCAPH/FBXO5/TTK/MAST2/FANCA/TRIP13/PTX3/AURKA",14
"GO:1904407","GO:1904407","positive regulation of nitric oxide metabolic process","3/314","39/18870",0.0268285471729351,0.181741771171496,0.156291090810074,"PTX3/KLF2/DDAH2",3
"GO:0007266","GO:0007266","Rho protein signal transduction","6/314","137/18870",0.0271987729082768,0.183879028112294,0.158129051431155,"COL1A2/CDH13/RACGAP1/HEG1/STMN1/ARHGDIB",6
"GO:0034599","GO:0034599","cellular response to oxidative stress","9/314","255/18870",0.0274196478118141,0.185000033429107,0.159093073860557,"EZH2/ECT2/PDGFRA/PCNA/GPX8/TNFAIP3/LRRK2/KLF2/FANCD2",9
"GO:0021510","GO:0021510","spinal cord development","5/314","102/18870",0.0278389332254092,0.187393000009488,0.161150935158536,"DRAXIN/FOXN4/ASCL1/SOX4/SOX1",5
"GO:0032835","GO:0032835","glomerulus development","4/314","69/18870",0.0279416348228434,0.187393000009488,0.161150935158536,"PDGFRA/EGR1/COL4A4/ENPEP",4
"GO:0050918","GO:0050918","positive chemotaxis","4/314","69/18870",0.0279416348228434,0.187393000009488,0.161150935158536,"HMGB2/CDH13/GPNMB/SCG2",4
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","14/314","474/18870",0.0280583476727252,0.187481710676326,0.161227222997028,"EZH2/IQGAP3/PDGFRA/CSPG4/CCL2/MID1/TNFRSF19/ITGA1/LRRK2/RASSF2/GPNMB/GPER1/RELL1/ICAM1",14
"GO:0006266","GO:0006266","DNA ligation","2/314","16/18870",0.0284012472423363,0.187481710676326,0.161227222997028,"TOP2A/LIG1",2
"GO:0030852","GO:0030852","regulation of granulocyte differentiation","2/314","16/18870",0.0284012472423363,0.187481710676326,0.161227222997028,"LEF1/C1QC",2
"GO:0034349","GO:0034349","glial cell apoptotic process","2/314","16/18870",0.0284012472423363,0.187481710676326,0.161227222997028,"CCL2/RB1",2
"GO:0048385","GO:0048385","regulation of retinoic acid receptor signaling pathway","2/314","16/18870",0.0284012472423363,0.187481710676326,0.161227222997028,"EZH2/KLF2",2
"GO:0051770","GO:0051770","positive regulation of nitric-oxide synthase biosynthetic process","2/314","16/18870",0.0284012472423363,0.187481710676326,0.161227222997028,"CCL2/LRRK2",2
"GO:0060841","GO:0060841","venous blood vessel development","2/314","16/18870",0.0284012472423363,0.187481710676326,0.161227222997028,"HEG1/ACVRL1",2
"GO:1900006","GO:1900006","positive regulation of dendrite development","2/314","16/18870",0.0284012472423363,0.187481710676326,0.161227222997028,"EZH2/ALK",2
"GO:0000266","GO:0000266","mitochondrial fission","3/314","40/18870",0.0286560535180117,0.188423365597885,0.162037010829008,"LRRK2/MTFR2/AURKA",3
"GO:0032570","GO:0032570","response to progesterone","3/314","40/18870",0.0286560535180117,0.188423365597885,0.162037010829008,"TYMS/OXTR/CAV1",3
"GO:1903052","GO:1903052","positive regulation of proteolysis involved in protein catabolic process","6/314","139/18870",0.0289254614698584,0.189823340895946,0.16324093695469,"DISC1/CDC20/TGFB1I1/LRRK2/AURKA/CAV1",6
"GO:1900046","GO:1900046","regulation of hemostasis","4/314","70/18870",0.0292598715421927,0.191270755606551,0.164485659191724,"PDGFRA/TFPI/PLAT/CAV1",4
"GO:1901880","GO:1901880","negative regulation of protein depolymerization","4/314","70/18870",0.0292598715421927,0.191270755606551,0.164485659191724,"TPX2/CKAP2/MID1/TRIOBP",4
"GO:2000058","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","7/314","178/18870",0.0297163446888726,0.193877510979829,0.166727370814421,"PBK/DISC1/CDC20/TGFB1I1/LRRK2/AURKA/CAV1",7
"GO:0034101","GO:0034101","erythrocyte homeostasis","6/314","140/18870",0.0298152454664899,0.194055842427859,0.166880729155537,"HMGB2/B2M/NCAPG2/RACGAP1/RB1/KLF2",6
"GO:0034612","GO:0034612","response to tumor necrosis factor","9/314","259/18870",0.0298810362502122,0.194055842427859,0.166880729155537,"BRCA1/CCL2/TNFAIP3/TNFRSF19/LRRK2/PID1/GPER1/VCAM1/KLF2",9
"GO:1902115","GO:1902115","regulation of organelle assembly","8/314","218/18870",0.0299169423742949,0.194055842427859,0.166880729155537,"SYNE2/STIL/BRCA1/CEP135/GRID2/SDC1/LRRK2/G3BP1",8
"GO:0031952","GO:0031952","regulation of protein autophosphorylation","3/314","41/18870",0.0305479723487953,0.197386898253754,0.169745311938144,"RASSF2/GPNMB/CAV1",3
"GO:0072210","GO:0072210","metanephric nephron development","3/314","41/18870",0.0305479723487953,0.197386898253754,0.169745311938144,"PDGFRA/KIF26B/EGR1",3
"GO:0001889","GO:0001889","liver development","6/314","142/18870",0.0316482686330807,0.201473898178287,0.173259978226628,"EZH2/PCNA/TYMS/E2F7/TNFAIP3/AURKA",6
"GO:0008272","GO:0008272","sulfate transport","2/314","17/18870",0.0318400714085328,0.201473898178287,0.173259978226628,"RACGAP1/SLC26A2",2
"GO:0031573","GO:0031573","mitotic intra-S DNA damage checkpoint signaling","2/314","17/18870",0.0318400714085328,0.201473898178287,0.173259978226628,"EME1/FANCD2",2
"GO:0033151","GO:0033151","V(D)J recombination","2/314","17/18870",0.0318400714085328,0.201473898178287,0.173259978226628,"HMGB2/LEF1",2
"GO:0033623","GO:0033623","regulation of integrin activation","2/314","17/18870",0.0318400714085328,0.201473898178287,0.173259978226628,"KIF14/PIEZO1",2
"GO:0033631","GO:0033631","cell-cell adhesion mediated by integrin","2/314","17/18870",0.0318400714085328,0.201473898178287,0.173259978226628,"ITGA4/PIEZO1",2
"GO:0044320","GO:0044320","cellular response to leptin stimulus","2/314","17/18870",0.0318400714085328,0.201473898178287,0.173259978226628,"CCNA2/PID1",2
"GO:0050872","GO:0050872","white fat cell differentiation","2/314","17/18870",0.0318400714085328,0.201473898178287,0.173259978226628,"PDGFRA/SNAI2",2
"GO:0070206","GO:0070206","protein trimerization","2/314","17/18870",0.0318400714085328,0.201473898178287,0.173259978226628,"COL1A2/ALOX5AP",2
"GO:0072224","GO:0072224","metanephric glomerulus development","2/314","17/18870",0.0318400714085328,0.201473898178287,0.173259978226628,"PDGFRA/EGR1",2
"GO:1901163","GO:1901163","regulation of trophoblast cell migration","2/314","17/18870",0.0318400714085328,0.201473898178287,0.173259978226628,"ARHGDIB/SYDE1",2
"GO:0050954","GO:0050954","sensory perception of mechanical stimulus","7/314","181/18870",0.0321202716022274,0.202864873277226,0.174456164519419,"LHFPL3/BIRC5/PGAP1/CDKN2D/SCN9A/SNAI2/TRIOBP",7
"GO:0009394","GO:0009394","2'-deoxyribonucleotide metabolic process","3/314","42/18870",0.0325040611823684,0.204519935529509,0.175879455835997,"RRM2/DTYMK/TYMS",3
"GO:1901983","GO:1901983","regulation of protein acetylation","3/314","42/18870",0.0325040611823684,0.204519935529509,0.175879455835997,"DEK/BRCA1/SOX4",3
"GO:0048144","GO:0048144","fibroblast proliferation","5/314","107/18870",0.0332661339048997,0.20777160742931,0.178675771426521,"PDGFRA/CCNB1/CCNA2/E2F1/CAV1",5
"GO:0006809","GO:0006809","nitric oxide biosynthetic process","4/314","73/18870",0.0334329438581011,0.20777160742931,0.178675771426521,"PTX3/KLF2/DDAH2/CAV1",4
"GO:0010569","GO:0010569","regulation of double-strand break repair via homologous recombination","4/314","73/18870",0.0334329438581011,0.20777160742931,0.178675771426521,"PARPBP/POLQ/FUS/MAD2L2",4
"GO:0045665","GO:0045665","negative regulation of neuron differentiation","4/314","73/18870",0.0334329438581011,0.20777160742931,0.178675771426521,"ASPM/B2M/ASCL1/SOX3",4
"GO:0048663","GO:0048663","neuron fate commitment","4/314","73/18870",0.0334329438581011,0.20777160742931,0.178675771426521,"OLIG1/FOXN4/ASCL1/SOX1",4
"GO:0050818","GO:0050818","regulation of coagulation","4/314","73/18870",0.0334329438581011,0.20777160742931,0.178675771426521,"PDGFRA/TFPI/PLAT/CAV1",4
"GO:0042391","GO:0042391","regulation of membrane potential","13/314","440/18870",0.0334537022676358,0.20777160742931,0.178675771426521,"CLIC1/GRIK1/GRID2/BVES/GJC1/LRRK2/PID1/GPER1/CACNA1G/GRIK3/PIEZO1/NEDD4/CAV1",13
"GO:0006513","GO:0006513","protein monoubiquitination","3/314","43/18870",0.0345240283471143,0.2121226096574,0.182417469771166,"DTL/UBE2T/RAD18",3
"GO:0009262","GO:0009262","deoxyribonucleotide metabolic process","3/314","43/18870",0.0345240283471143,0.2121226096574,0.182417469771166,"RRM2/DTYMK/TYMS",3
"GO:0019692","GO:0019692","deoxyribose phosphate metabolic process","3/314","43/18870",0.0345240283471143,0.2121226096574,0.182417469771166,"RRM2/DTYMK/TYMS",3
"GO:1904037","GO:1904037","positive regulation of epithelial cell apoptotic process","3/314","43/18870",0.0345240283471143,0.2121226096574,0.182417469771166,"CCL2/ITGA4/GPER1",3
"GO:1904646","GO:1904646","cellular response to amyloid-beta","3/314","43/18870",0.0345240283471143,0.2121226096574,0.182417469771166,"ITGA4/VCAM1/ICAM1",3
"GO:0061008","GO:0061008","hepaticobiliary system development","6/314","145/18870",0.0345330557983922,0.2121226096574,0.182417469771166,"EZH2/PCNA/TYMS/E2F7/TNFAIP3/AURKA",6
"GO:0048771","GO:0048771","tissue remodeling","7/314","184/18870",0.0346510956099794,0.212221168638182,0.182502226789414,"SPP1/CSPG4/TNFAIP3/RASSF2/GPNMB/ACVRL1/CAV1",7
"GO:0043489","GO:0043489","RNA stabilization","4/314","74/18870",0.0348971028105949,0.212221168638182,0.182502226789414,"HNRNPA0/FUS/E2F1/DKC1",4
"GO:0050804","GO:0050804","modulation of chemical synaptic transmission","14/314","489/18870",0.0351117287196955,0.212221168638182,0.182502226789414,"NTNG1/CACNG4/GRIK1/CCL2/DISC1/GRID2/GRM8/CDC20/PLAT/LRRK2/BCHE/GPER1/GRIK3/OXTR",14
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","12/314","398/18870",0.035165672251722,0.212221168638182,0.182502226789414,"HMGB2/BRCA1/CDKN2D/TNFAIP3/ATAD5/RB1/LRRK2/GPER1/SCG2/ICAM1/SNAI2/CAV1",12
"GO:0000076","GO:0000076","DNA replication checkpoint signaling","2/314","18/18870",0.035433355835125,0.212221168638182,0.182502226789414,"CLSPN/CDC45",2
"GO:0006978","GO:0006978","DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator","2/314","18/18870",0.035433355835125,0.212221168638182,0.182502226789414,"BRCA2/FOXM1",2
"GO:0010522","GO:0010522","regulation of calcium ion transport into cytosol","2/314","18/18870",0.035433355835125,0.212221168638182,0.182502226789414,"TRPC3/CAV1",2
"GO:0016202","GO:0016202","regulation of striated muscle tissue development","2/314","18/18870",0.035433355835125,0.212221168638182,0.182502226789414,"CENPF/LEF1",2
"GO:0016264","GO:0016264","gap junction assembly","2/314","18/18870",0.035433355835125,0.212221168638182,0.182502226789414,"GJC1/CAV1",2
"GO:0035065","GO:0035065","regulation of histone acetylation","2/314","18/18870",0.035433355835125,0.212221168638182,0.182502226789414,"DEK/BRCA1",2
"GO:0038083","GO:0038083","peptidyl-tyrosine autophosphorylation","2/314","18/18870",0.035433355835125,0.212221168638182,0.182502226789414,"ALK/CAV1",2
"GO:0061450","GO:0061450","trophoblast cell migration","2/314","18/18870",0.035433355835125,0.212221168638182,0.182502226789414,"ARHGDIB/SYDE1",2
"GO:0070200","GO:0070200","establishment of protein localization to telomere","2/314","18/18870",0.035433355835125,0.212221168638182,0.182502226789414,"BRCA2/DKC1",2
"GO:2000811","GO:2000811","negative regulation of anoikis","2/314","18/18870",0.035433355835125,0.212221168638182,0.182502226789414,"SNAI2/CAV1",2
"GO:0001503","GO:0001503","ossification","13/314","444/18870",0.0355747788664773,0.212602926484794,0.182830524185702,"SPP1/CLIC1/COL1A2/FBXO5/VCAN/FBN2/SLC26A2/CLEC11A/LEF1/RASSF2/COL6A1/SNAI2/TPM4",13
"GO:0099177","GO:0099177","regulation of trans-synaptic signaling","14/314","490/18870",0.0356236451223033,0.212602926484794,0.182830524185702,"NTNG1/CACNG4/GRIK1/CCL2/DISC1/GRID2/GRM8/CDC20/PLAT/LRRK2/BCHE/GPER1/GRIK3/OXTR",14
"GO:0097178","GO:0097178","ruffle assembly","3/314","44/18870",0.0366075353200589,0.218087444459925,0.187547003459428,"CSPG4/ICAM1/CAV1",3
"GO:0045445","GO:0045445","myoblast differentiation","5/314","110/18870",0.0368171382772391,0.218947937365528,0.188286995008889,"LGALS1/DTYMK/SDC1/RB1/SOX4",5
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","14/314","493/18870",0.037191711381678,0.220784717742823,0.189866557081469,"B2M/LGALS1/KIF26B/CCL2/ABCA12/ITGA4/SOX4/IGFBP2/LEF1/GPNMB/VCAM1/PIEZO1/CAV1/MAD2L2",14
"GO:0001938","GO:0001938","positive regulation of endothelial cell proliferation","5/314","111/18870",0.0380505729003754,0.225484876446669,0.193908516869081,"HMGB2/CDH13/ITGA4/ACVRL1/SCG2",5
"GO:0031503","GO:0031503","protein-containing complex localization","7/314","188/18870",0.0382267246972209,0.225795352792104,0.194175514854112,"LMNB1/CACNG4/BIRC5/LMNB2/GPC6/MZT1/NETO2",7
"GO:0071241","GO:0071241","cellular response to inorganic substance","8/314","229/18870",0.038304568777232,0.225795352792104,0.194175514854112,"B2M/ECT2/BLM/CCNA2/LRRK2/ALOX5AP/CPNE5/DDX11",8
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","8/314","229/18870",0.038304568777232,0.225795352792104,0.194175514854112,"HMGB2/BRCA1/TNFAIP3/GPER1/SCG2/ICAM1/SNAI2/CAV1",8
"GO:0031960","GO:0031960","response to corticosteroid","6/314","149/18870",0.0386360282082086,0.227350358633241,0.195512761418624,"PCNA/TYMS/SDC1/IGFBP2/BCHE/GPER1",6
"GO:0002544","GO:0002544","chronic inflammatory response","2/314","19/18870",0.0391750430296255,0.228918512312247,0.196861314629423,"TNFAIP3/VCAM1",2
"GO:0009148","GO:0009148","pyrimidine nucleoside triphosphate biosynthetic process","2/314","19/18870",0.0391750430296255,0.228918512312247,0.196861314629423,"DTYMK/TYMS",2
"GO:0045603","GO:0045603","positive regulation of endothelial cell differentiation","2/314","19/18870",0.0391750430296255,0.228918512312247,0.196861314629423,"VEZF1/ACVRL1",2
"GO:0061298","GO:0061298","retina vasculature development in camera-type eye","2/314","19/18870",0.0391750430296255,0.228918512312247,0.196861314629423,"PDGFRA/ACVRL1",2
"GO:0048872","GO:0048872","homeostasis of number of cells","10/314","316/18870",0.0394501133247314,0.230125661060933,0.197899417171761,"EZH2/HMGB2/B2M/NCAPG2/RACGAP1/TNFAIP3/RB1/SOX4/RASSF2/KLF2",10
"GO:0062197","GO:0062197","cellular response to chemical stress","10/314","317/18870",0.0401625008310688,0.233875221477281,0.201123898168902,"EZH2/ECT2/PDGFRA/PCNA/GPX8/TNFAIP3/LRRK2/KLF2/FANCD2/CAV1",10
"GO:0021517","GO:0021517","ventral spinal cord development","3/314","46/18870",0.0409635938489827,0.237306336780313,0.204074528340213,"FOXN4/ASCL1/SOX1",3
"GO:0048483","GO:0048483","autonomic nervous system development","3/314","46/18870",0.0409635938489827,0.237306336780313,0.204074528340213,"ASCL1/SOX4/VCAM1",3
"GO:0070849","GO:0070849","response to epidermal growth factor","3/314","46/18870",0.0409635938489827,0.237306336780313,0.204074528340213,"ASCL1/KNSTRN/SNAI2",3
"GO:0046209","GO:0046209","nitric oxide metabolic process","4/314","78/18870",0.0411211493915873,0.237809056722433,0.20450684859119,"PTX3/KLF2/DDAH2/CAV1",4
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","9/314","275/18870",0.041269956052871,0.238259540099049,0.204894247359614,"B2M/LGALS1/CCL2/ITGA4/SOX4/IGFBP2/LEF1/VCAM1/CAV1",9
"GO:0022037","GO:0022037","metencephalon development","5/314","114/18870",0.0419013807233307,0.24148994722194,0.207672276041424,"EZH2/KIF14/KLHL1/GRID2/ASCL1",5
"GO:2001057","GO:2001057","reactive nitrogen species metabolic process","4/314","79/18870",0.042769149092717,0.245804490384614,0.211382620960452,"PTX3/KLF2/DDAH2/CAV1",4
"GO:0021516","GO:0021516","dorsal spinal cord development","2/314","20/18870",0.0430592331966018,0.245804490384614,0.211382620960452,"DRAXIN/ASCL1",2
"GO:0051767","GO:0051767","nitric-oxide synthase biosynthetic process","2/314","20/18870",0.0430592331966018,0.245804490384614,0.211382620960452,"CCL2/LRRK2",2
"GO:0051769","GO:0051769","regulation of nitric-oxide synthase biosynthetic process","2/314","20/18870",0.0430592331966018,0.245804490384614,0.211382620960452,"CCL2/LRRK2",2
"GO:0090128","GO:0090128","regulation of synapse maturation","2/314","20/18870",0.0430592331966018,0.245804490384614,0.211382620960452,"DISC1/CDC20",2
"GO:0010824","GO:0010824","regulation of centrosome duplication","3/314","47/18870",0.0432352541122936,0.245804490384614,0.211382620960452,"STIL/BRCA1/GEN1",3
"GO:0042311","GO:0042311","vasodilation","3/314","47/18870",0.0432352541122936,0.245804490384614,0.211382620960452,"ITGA1/GPER1/KLF2",3
"GO:0045601","GO:0045601","regulation of endothelial cell differentiation","3/314","47/18870",0.0432352541122936,0.245804490384614,0.211382620960452,"APOLD1/VEZF1/ACVRL1",3
"GO:0042113","GO:0042113","B cell activation","9/314","278/18870",0.0436921762504725,0.247982621962141,0.213255732232481,"EZH2/EXO1/LGALS1/TNFAIP3/ATAD5/ITGA4/LEF1/VCAM1/MAD2L2",9
"GO:0043242","GO:0043242","negative regulation of protein-containing complex disassembly","4/314","80/18870",0.0444539407452507,0.25188067606078,0.216607912213922,"TPX2/CKAP2/MID1/TRIOBP",4
"GO:0001824","GO:0001824","blastocyst development","5/314","116/18870",0.0445946966281813,0.252252829411935,0.216927950105188,"RRM2/BRCA2/NCAPG2/GINS1/TM4SF1",5
"GO:0030195","GO:0030195","negative regulation of blood coagulation","3/314","48/18870",0.0455686757717734,0.256466918916514,0.220551908654709,"PDGFRA/TFPI/PLAT",3
"GO:0031670","GO:0031670","cellular response to nutrient","3/314","48/18870",0.0455686757717734,0.256466918916514,0.220551908654709,"BRIP1/TRIM24/SNAI2",3
"GO:0042551","GO:0042551","neuron maturation","3/314","48/18870",0.0455686757717734,0.256466918916514,0.220551908654709,"C1QL1/RB1/LRRK2",3
"GO:0000729","GO:0000729","DNA double-strand break processing","2/314","21/18870",0.0470801806943211,0.261902991941918,0.225226727092909,"BRIP1/BLM",2
"GO:0019370","GO:0019370","leukotriene biosynthetic process","2/314","21/18870",0.0470801806943211,0.261902991941918,0.225226727092909,"GGT5/ALOX5AP",2
"GO:0035024","GO:0035024","negative regulation of Rho protein signal transduction","2/314","21/18870",0.0470801806943211,0.261902991941918,0.225226727092909,"HEG1/STMN1",2
"GO:0044321","GO:0044321","response to leptin","2/314","21/18870",0.0470801806943211,0.261902991941918,0.225226727092909,"CCNA2/PID1",2
